,Unnamed: 0,product_name_fk,retail_price,discounted_price,product_name_az,retail_price.1,discounted_price.1,Similarity
13011,13011,"Enthopia Back Cover for iPad Air, iPad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2886,1709,100
13012,13012,Jisha Rhythm Of Love Gold Diamond 14 K Ring,49970.0,37551.0,Jisha Rhythm Of Love Gold Diamond 14 K Ring,49954,48406,100
13013,13013,Dressberry Solid Women's Wrap Around Skirt,799.0,399.0,Dressberry Solid Women's Wrap Around Skirt,779,443,100
13014,13014,Radiant Bay Ripples Yellow Gold Diamond 14 K Ring,47438.0,37950.0,Radiant Bay Ripples Yellow Gold Diamond 14 K Ring,47423,47878,100
13015,13015,Karatcraft Trimaya Eternity Gold Diamond 18 K Ring,49999.0,35995.0,Karatcraft Trimaya Eternity Gold Diamond 18 K Ring,49979,41389,100
13016,13016,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2883,1668,100
13017,13017,BlueStone The Triad Flourish Gold Diamond 18 K Ring,38710.0,29828.0,BlueStone The Triad Flourish Gold Diamond 18 K Ring,38692,34299,100
13018,13018,"STM Flip Cover for iPad (2nd, 3rd and 4th Generation)",2799.0,1999.0,"STM Flip Cover for iPad (2nd, 3rd and 4th Generation)",2791,2464,100
13019,13019,Enthopia Back Cover for iPad,2895.0,1499.0,Enthopia Back Cover for iPad,2883,1935,100
13020,13020,Radiant Bay Five Stone White Gold Diamond 18 K Ring,42400.0,33920.0,Radiant Bay Five Stone White Gold Diamond 18 K Ring,42396,38293,100
13021,13021,"Rakam Gold Emerald, Diamond Yellow Gold 14 K Ring",38625.0,32831.0,"Rakam Gold Emerald, Diamond Yellow Gold 14 K Ring",38608,40270,100
13022,13022,Caratcents White Gold 14 K Ring,46036.0,34527.0,Caratcents White Gold 14 K Ring,46030,39691,100
13023,13023,Arghyam Ganesha Showpiece  -  4.2 cm,1000.0,699.0,Arghyam Ganesha Showpiece  -  4.2 cm,980,791,100
13024,13024,Hoko Book Cover for Samsung Galaxy Note 10.1 2014 Edition,2500.0,1400.0,Hoko Book Cover for Samsung Galaxy Note 10.1 2014 Edition,2496,1696,100
13025,13025,"Voylla Metal, Alloy Jewel Set",530.0,530.0,"Voylla Metal, Alloy Jewel Set",524,658,100
13026,13026,Shashvat Jewels Yellow Gold Diamond 14 K Ring,38965.0,30783.0,Shashvat Jewels Yellow Gold Diamond 14 K Ring,38950,35613,100
13027,13027,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948,100
13028,13028,Sapatos Plain Single Dohar White,2999.0,1499.0,Sapatos Plain Single Dohar White,2993,1689,100
13029,13029,Radiant Bay Studded Square White Gold Diamond 18 K Ring,36306.0,29045.0,Radiant Bay Studded Square White Gold Diamond 18 K Ring,36289,33954,100
13030,13030,MK Wraparound W26227 25A Mini Trip Switch 25 One Way Electrical Switch,551.0,441.0,MK Wraparound W26227 25A Mini Trip Switch 25 One Way Electrical Switch,544,548,100
13031,13031,Estrella Companero Pamplona 30 L Backpack,1499.0,499.0,Estrella Companero Pamplona 30 L Backpack,1491,628,100
13032,13032,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1997,2019,100
13033,13033,Caratcents Gold Diamond Yellow Gold 18 K Ring,49986.0,38089.0,Caratcents Gold Diamond Yellow Gold 18 K Ring,49973,43714,100
13034,13034,Totu Design Flip Cover for Apple Ipad Mini 4,2499.0,1299.0,Totu Design Flip Cover for Apple Ipad Mini 4,2494,1574,100
13035,13035,Zero Gravity Fearless 7109 40 L Rucksack,2999.0,1049.0,Zero Gravity Fearless 7109 40 L Rucksack,2996,1191,100
13036,13036,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2890,1897,100
13037,13037,Fullcutdiamond FCDR8253R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,43940.0,30758.0,Fullcutdiamond FCDR8253R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,43931,36985,100
13038,13038,Karatcraft Sweet Flower Yellow Gold Diamond 18 K Ring,35271.0,25075.0,Karatcraft Sweet Flower Yellow Gold Diamond 18 K Ring,35253,28113,100
13039,13039,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,2000.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2892,2387,100
13040,13040,Shopatplaces Printed Women's Broomstick Skirt,899.0,539.0,Shopatplaces Printed Women's Broomstick Skirt,897,674,100
13041,13041,Diti Jewellery Platinum Ring,37100.0,27825.0,Diti Jewellery Platinum Ring,37089,33546,100
13042,13042,RajasthaniKart Floral Double Quilts & Comforters Multicolour,2899.0,1499.0,RajasthaniKart Floral Double Quilts & Comforters Multicolour,2889,1649,100
13043,13043,Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,34732.0,27786.0,Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,34712,31311,100
13044,13044,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1994,2159,100
13045,13045,Ermani Export Printed Single Quilts & Comforters Multicolor,3999.0,1195.0,Ermani Export Printed Single Quilts & Comforters Multicolor,3986,1431,100
13046,13046,Fullcutdiamond FCDR5376R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,48069.0,33649.0,Fullcutdiamond FCDR5376R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,48064,40536,100
13047,13047,Ratnam Desire Forever Gold Diamond Yellow Gold 18 K Ring,42300.0,35300.0,Ratnam Desire Forever Gold Diamond Yellow Gold 18 K Ring,42283,43446,100
13048,13048,Rakam Gold Diamond 18K White Gold 18 K Ring,38625.0,32831.0,Rakam Gold Diamond 18K White Gold 18 K Ring,38621,42458,100
13049,13049,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1989,2068,100
13050,13050,Monil Ganesha on Banana Leaf White Metal Pooja Idol 336 Showpiece  -  5 cm,930.0,677.0,Monil Ganesha on Banana Leaf White Metal Pooja Idol 336 Showpiece  -  5 cm,929,751,100
13051,13051,Diti Jewellery Certified designer jewellery RD0578 Platinum Ring,37300.0,27975.0,Diti Jewellery Certified designer jewellery RD0578 Platinum Ring,37290,34717,100
13052,13052,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1992,2087,100
13053,13053,BlueStone The Aether Gold Diamond 18 K Ring,36635.0,26417.0,BlueStone The Aether Gold Diamond 18 K Ring,36629,31548,100
13054,13054,Frabjous Floral Single Quilts & Comforters Multicolor,3999.0,1499.0,Frabjous Floral Single Quilts & Comforters Multicolor,3998,1720,100
13055,13055,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1979,1911,100
13056,13056,Voylla Artifictial Classic Textured Alloy Jewel Set,969.0,849.0,Voylla Artifictial Classic Textured Alloy Jewel Set,951,936,100
13057,13057,BlueStone The Cora Gold Diamond 18 K Ring,40840.0,28358.0,BlueStone The Cora Gold Diamond 18 K Ring,40829,31499,100
13058,13058,Jewels5 Jamie Gold Diamond Rhodium 14 K Ring,41706.0,29488.0,Jewels5 Jamie Gold Diamond Rhodium 14 K Ring,41703,36248,100
13059,13059,Ermani Export Printed Double Blanket Multicolor,4499.0,1489.0,Ermani Export Printed Double Blanket Multicolor,4482,1933,100
13060,13060,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1987,2127,100
13061,13061,Fullcutdiamond FCDR8261R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,47704.0,33393.0,Fullcutdiamond FCDR8261R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,47689,37864,100
13062,13062,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1997,1938,100
13063,13063,Ornate Black Free size Rucksack  - 35 L,1799.0,999.0,Ornate Black Free size Rucksack  - 35 L,1780,1127,100
13064,13064,Jewels5 Karasel Yellow Gold Diamond 18 K Ring,44976.0,31720.0,Jewels5 Karasel Yellow Gold Diamond 18 K Ring,44971,35443,100
13065,13065,United Bags Bundi TT 35 L Laptop Backpack,1299.0,499.0,United Bags Bundi TT 35 L Laptop Backpack,1294,567,100
13066,13066,Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,39208.0,27920.0,Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,39206,35890,100
13067,13067,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,2000.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,2470,100
13068,13068,Marusthali Printed Women's Wrap Around Skirt,999.0,499.0,Marusthali Printed Women's Wrap Around Skirt,990,588,100
13069,13069,Karatcraft Two lives meeting Yellow Gold Diamond 18 K Ring,34692.0,25199.0,Karatcraft Two lives meeting Yellow Gold Diamond 18 K Ring,34686,29170,100
13070,13070,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2892,1905,100
13071,13071,Fullcutdiamond FCDR7836R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,46505.0,32554.0,Fullcutdiamond FCDR7836R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,46491,40788,100
13072,13072,Aviiq Book Cover for Apple iPad Mini,1350.0,1010.0,Aviiq Book Cover for Apple iPad Mini,1332,1140,100
13073,13073,BlueStone Heavenly Sunflower Yellow Gold Diamond 18 K Ring,43694.0,34083.0,BlueStone Heavenly Sunflower Yellow Gold Diamond 18 K Ring,43688,42915,100
13074,13074,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1993,2015,100
13075,13075,Karatcraft Infinity Swirl Yellow Gold Diamond 18 K Ring,41222.0,28851.0,Karatcraft Infinity Swirl Yellow Gold Diamond 18 K Ring,41221,33003,100
13076,13076,Nikko VaporizR,4995.0,4995.0,Nikko VaporizR,4981,5557,100
13077,13077,BMS Lifestyle Book Cover for iPad 2/3/4,1600.0,1099.0,BMS Lifestyle Book Cover for iPad 2/3/4,1593,1251,100
13078,13078,Radiant Bay Sparkling Bloom White Gold Diamond 14 K Ring,46453.0,37162.0,Radiant Bay Sparkling Bloom White Gold Diamond 14 K Ring,46450,46080,100
13079,13079,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,1695,100
13080,13080,Sapatos Geometric Single Quilts & Comforters Orange & Brown,2999.0,1499.0,Sapatos Geometric Single Quilts & Comforters Orange & Brown,2990,1663,100
13081,13081,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1984,2124,100
13082,13082,BlueStone The Adora White Gold Diamond 14 K Ring,46956.0,32717.0,BlueStone The Adora White Gold Diamond 14 K Ring,46952,36774,100
13083,13083,Fragrance Concoction Laddu Gopal Rd Showpiece  -  18 cm,1499.0,749.0,Fragrance Concoction Laddu Gopal Rd Showpiece  -  18 cm,1486,940,100
13084,13084,X-Doria Back Cover for iPad / 2,2495.0,1999.0,X-Doria Back Cover for iPad / 2,2479,2328,100
13085,13085,Diti Jewellery Platinum Ring,36600.0,27450.0,Diti Jewellery Platinum Ring,36582,35671,100
13086,13086,Voylla Precious Plain Yellow Gold Diamond Yellow Gold 14 K Ring,41899.0,33259.0,Voylla Precious Plain Yellow Gold Diamond Yellow Gold 14 K Ring,41888,42098,100
13087,13087,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2884,1781,100
13088,13088,Karatcraft Citra Engagement Gold Diamond 18 K Ring,42071.0,29322.0,Karatcraft Citra Engagement Gold Diamond 18 K Ring,42069,37787,100
13089,13089,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1984,1923,100
13090,13090,Kamakhya Jewels ROUND MQ Gold Diamond Yellow Gold 18 K Ring,34813.0,26109.0,Kamakhya Jewels ROUND MQ Gold Diamond Yellow Gold 18 K Ring,34808,31974,100
13091,13091,Ajay A113-7 Single Sided Open End Wrench Set,270.0,243.0,Ajay A113-7 Single Sided Open End Wrench Set,252,269,100
13092,13092,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1992,1951,100
13093,13093,Radiant Bay Five Stone White Gold Diamond 18 K Ring,36291.0,29033.0,Radiant Bay Five Stone White Gold Diamond 18 K Ring,36273,34085,100
13094,13094,Voylla Alloy Jewel Set,730.0,730.0,Voylla Alloy Jewel Set,726,847,100
13095,13095,Radiant Bay Luxurious Solitaire Yellow Gold Diamond 18 K Ring,32460.0,25968.0,Radiant Bay Luxurious Solitaire Yellow Gold Diamond 18 K Ring,32453,30685,100
13096,13096,Philips QG3383 7-in-1 Multigrooming Pro,3995.0,3232.0,Philips QG3383 7-in-1 Multigrooming Pro,3993,4091,100
13097,13097,Lavie Chic 4 Backpack Backpack,1340.0,1072.0,Lavie Chic 4 Backpack Backpack,1328,1293,100
13098,13098,Rakam Gold Diamond 18K White Gold 18 K Ring,31125.0,26456.0,Rakam Gold Diamond 18K White Gold 18 K Ring,31111,32577,100
13099,13099,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1991,2136,100
13100,13100,Shopatplaces Self Design Women's Wrap Around Skirt,949.0,549.0,Shopatplaces Self Design Women's Wrap Around Skirt,948,608,100
13101,13101,Rakam Gold Diamond Yellow Gold 18 K Ring,44875.0,38143.0,Rakam Gold Diamond Yellow Gold 18 K Ring,44859,47123,100
13102,13102,Radiant Bay Hearty White Gold Diamond 18 K Ring,34447.0,27558.0,Radiant Bay Hearty White Gold Diamond 18 K Ring,34446,31156,100
13103,13103,BMS Lifestyle Book Cover for iPad 2,1600.0,1099.0,BMS Lifestyle Book Cover for iPad 2,1586,1285,100
13104,13104,eCraftIndia Floral Queen Dohar Multicolor,2498.0,1095.0,eCraftIndia Floral Queen Dohar Multicolor,2497,1298,100
13105,13105,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1987,1877,100
13106,13106,Radiant Bay Princess to Be White Gold Diamond 18 K Ring,32002.0,25602.0,Radiant Bay Princess to Be White Gold Diamond 18 K Ring,31993,30525,100
13107,13107,Jewels5 Jaelyn Yellow Gold Diamond 18 K Ring,48494.0,34124.0,Jewels5 Jaelyn Yellow Gold Diamond 18 K Ring,48480,42436,100
13108,13108,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1995,2189,100
13109,13109,"BlueStone The Blooming Circles Yellow Gold Diamond, Emerald 18 K Ring",33453.0,25290.0,"BlueStone The Blooming Circles Yellow Gold Diamond, Emerald 18 K Ring",33437,30884,100
13110,13110,Exotic India Baby Ganesha Granting Abhaya Showpiece  -  6.35 cm,1165.0,899.0,Exotic India Baby Ganesha Granting Abhaya Showpiece  -  6.35 cm,1152,1008,100
13111,13111,Shashvat Jewels Yellow Gold Diamond 18 K Ring,34745.0,27449.0,Shashvat Jewels Yellow Gold Diamond 18 K Ring,34735,30908,100
13112,13112,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1861,100
13113,13113,Gunjan Diamond Gold Diamond 18K Yellow Gold 18 K Ring,36100.0,27000.0,Gunjan Diamond Gold Diamond 18K Yellow Gold 18 K Ring,36091,32588,100
13114,13114,Hoko Book Cover for Nexus 7 K009,2000.0,1200.0,Hoko Book Cover for Nexus 7 K009,1982,1426,100
13115,13115,Radiant Bay Flawless Five White Gold Diamond 14 K Ring,41945.0,33556.0,Radiant Bay Flawless Five White Gold Diamond 14 K Ring,41940,42521,100
13116,13116,Karatcraft Ribbon Knot Yellow Gold Diamond 18 K Ring,40895.0,29190.0,Karatcraft Ribbon Knot Yellow Gold Diamond 18 K Ring,40879,33000,100
13117,13117,BlueStone Helix Lattice Yellow Gold Diamond 18 K Ring,43667.0,31279.0,BlueStone Helix Lattice Yellow Gold Diamond 18 K Ring,43659,34681,100
13118,13118,"Enthopia Back Cover for iPad Air, iPad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2882,1735,100
13119,13119,Karatcraft Armonia Yellow Gold Diamond 18 K Ring,36211.0,25304.0,Karatcraft Armonia Yellow Gold Diamond 18 K Ring,36202,28611,100
13120,13120,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1993,1900,100
13121,13121,Remington Hair Clipper HC5810-Genius Trimmer For Men,7599.0,5975.0,Remington Hair Clipper HC5810-Genius Trimmer For Men,7594,6752,100
13122,13122,Love Bright Jewelry Sterling Silver Cubic Zirconia Rose Gold Ring,49999.0,36356.0,Love Bright Jewelry Sterling Silver Cubic Zirconia Rose Gold Ring,49997,43790,100
13123,13123,Rock Polo 5204 Laptop Backpack,,,Rock Polo 5204 Laptop Backpack,-17,0,100
13124,13124,Griptek Gk-002-14pcSet Double Sided Combination Wrench Set,4100.0,3500.0,Griptek Gk-002-14pcSet Double Sided Combination Wrench Set,4093,4203,100
13125,13125,Radiant Bay Knuckle Delight White Gold Diamond 14 K Ring,35628.0,28502.0,Radiant Bay Knuckle Delight White Gold Diamond 14 K Ring,35622,32072,100
13126,13126,DFR Ethnic Diva Lac Jewel Set,650.0,550.0,DFR Ethnic Diva Lac Jewel Set,644,655,100
13127,13127,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2891,2009,100
13128,13128,Karatcraft Esperanza Yellow Gold Diamond 18 K Ring,38520.0,26910.0,Karatcraft Esperanza Yellow Gold Diamond 18 K Ring,38518,32708,100
13129,13129,Pezzava Printed Women's Regular Skirt,1099.0,599.0,Pezzava Printed Women's Regular Skirt,1080,692,100
13130,13130,Karatcraft Zetra Yellow Gold Diamond 18 K Ring,36543.0,25874.0,Karatcraft Zetra Yellow Gold Diamond 18 K Ring,36529,32398,100
13131,13131,BMS Lifestyle Book Cover for Apple iPad Mini C162,1599.0,1049.0,BMS Lifestyle Book Cover for Apple iPad Mini C162,1596,1355,100
13132,13132,Silverlit Sky Dagger,3230.0,3230.0,Silverlit Sky Dagger,3210,3987,100
13133,13133,Shivani Art Jesus Sheep Plate Showpiece  -  18 cm,799.0,599.0,Shivani Art Jesus Sheep Plate Showpiece  -  18 cm,792,711,100
13134,13134,Karatcraft Gracilus Yellow Gold Diamond 18 K Ring,36642.0,26498.0,Karatcraft Gracilus Yellow Gold Diamond 18 K Ring,36641,29491,100
13135,13135,Jisha The Promise Gold Diamond 18 K Ring,38181.0,28600.0,Jisha The Promise Gold Diamond 18 K Ring,38168,34788,100
13136,13136,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1992,1860,100
13137,13137,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1989,2011,100
13138,13138,Karatcraft Ribbon Knot Yellow Gold Diamond 18 K Ring,41965.0,29926.0,Karatcraft Ribbon Knot Yellow Gold Diamond 18 K Ring,41963,33400,100
13139,13139,Radiant Bay Three Layer White Gold Diamond 18 K Ring,41947.0,33558.0,Radiant Bay Three Layer White Gold Diamond 18 K Ring,41939,39168,100
13140,13140,Radiant Bay Three Knot White Gold Diamond 18 K Ring,31934.0,25547.0,Radiant Bay Three Knot White Gold Diamond 18 K Ring,31930,32365,100
13141,13141,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,2107,100
13142,13142,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1996,1896,100
13143,13143,Radiant Bay Three Knot Yellow Gold Diamond 18 K Ring,34402.0,27522.0,Radiant Bay Three Knot Yellow Gold Diamond 18 K Ring,34385,31869,100
13144,13144,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1986,2043,100
13145,13145,Karatcraft Mellizo Yellow Gold Diamond 18 K Ring,39641.0,29003.0,Karatcraft Mellizo Yellow Gold Diamond 18 K Ring,39631,33475,100
13146,13146,"KolorFish Flip Cover for Apple iPad 2, 3, 4",1699.0,1299.0,"KolorFish Flip Cover for Apple iPad 2, 3, 4",1686,1669,100
13147,13147,Karatcraft Mellizo Yellow Gold Diamond 18 K Ring,35731.0,25644.0,Karatcraft Mellizo Yellow Gold Diamond 18 K Ring,35716,28867,100
13148,13148,Rock Flip Cover for Apple iPad Mini Retina,2499.0,1099.0,Rock Flip Cover for Apple iPad Mini Retina,2497,1387,100
13149,13149,United Bags Camouflage 35 L Medium Laptop Backpack,1499.0,575.0,United Bags Camouflage 35 L Medium Laptop Backpack,1484,744,100
13150,13150,MyKid Nappy,399.0,199.0,MyKid Nappy,391,237,100
13151,13151,Karatcraft Collatio Yellow Gold Diamond 18 K Ring,39736.0,28083.0,Karatcraft Collatio Yellow Gold Diamond 18 K Ring,39734,32341,100
13152,13152,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2878,1940,100
13153,13153,PG Handicrafts Metal Jewel Set,1000.0,800.0,PG Handicrafts Metal Jewel Set,986,900,100
13154,13154,"BlueStone The Amerouge White Gold Citrine, Diamond 18 K Ring",48346.0,36987.0,"BlueStone The Amerouge White Gold Citrine, Diamond 18 K Ring",48338,44992,100
13155,13155,Cotton Breeze Printed Women's Tiered Skirt,699.0,275.0,Cotton Breeze Printed Women's Tiered Skirt,687,311,100
13156,13156,Radiant Bay Sublime Stunner Yellow Gold Diamond 14 K Ring,38999.0,31199.0,Radiant Bay Sublime Stunner Yellow Gold Diamond 14 K Ring,38987,39524,100
13157,13157,"BlueStone The Epitome Luxuriate Yellow Gold Diamond, Emerald 18 K Ring",49466.0,34900.0,"BlueStone The Epitome Luxuriate Yellow Gold Diamond, Emerald 18 K Ring",49460,43540,100
13158,13158,WhiteGems Fascinating Karowe Gold Diamond 18 K Ring,33795.0,28996.0,WhiteGems Fascinating Karowe Gold Diamond 18 K Ring,33794,32237,100
13159,13159,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2883,2130,100
13160,13160,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1982,2165,100
13161,13161,JacknJewel Circular Diamond Gold 18K Yellow Gold 18 K Ring,34997.0,27497.0,JacknJewel Circular Diamond Gold 18K Yellow Gold 18 K Ring,34987,30714,100
13162,13162,"Home Originals Abstract, Geometric Double Blanket Multicolor",2999.0,1299.0,"Home Originals Abstract, Geometric Double Blanket Multicolor",2987,1619,100
13163,13163,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1981,2165,100
13164,13164,Fullcutdiamond FCDR8280R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,46630.0,32641.0,Fullcutdiamond FCDR8280R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,46627,41275,100
13165,13165,"DailyObjects Back Cover for Apple iPad 2, Apple iPad 3, Apple iPad 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, Apple iPad 3, Apple iPad 4",1994,2110,100
13166,13166,Fullcutdiamond FCDR2455R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,48512.0,33959.0,Fullcutdiamond FCDR2455R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,48500,39261,100
13167,13167,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1983,1981,100
13168,13168,Karatcraft Mellizo Yellow Gold Diamond 18 K Ring,37130.0,27180.0,Karatcraft Mellizo Yellow Gold Diamond 18 K Ring,37121,34151,100
13169,13169,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1950,100
13170,13170,"Home Originals Abstract, Checkered Double Blanket Multicolor",2999.0,1299.0,"Home Originals Abstract, Checkered Double Blanket Multicolor",2983,1663,100
13171,13171,Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,36911.0,25744.0,Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,36894,31861,100
13172,13172,Karatcraft Mellow White Gold Diamond 18 K Ring,42270.0,30560.0,Karatcraft Mellow White Gold Diamond 18 K Ring,42259,35585,100
13173,13173,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1994,2162,100
13174,13174,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,38855.0,27443.0,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,38853,34201,100
13175,13175,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1988,2178,100
13176,13176,Harrisons Bling 18 L Backpack,865.0,865.0,Harrisons Bling 18 L Backpack,848,1110,100
13177,13177,Fullcutdiamond FCDR7851R White Gold Diamond 18K White Gold 18 K Ring,36940.0,25858.0,Fullcutdiamond FCDR7851R White Gold Diamond 18K White Gold 18 K Ring,36934,30335,100
13178,13178,Shashvat Jewels Yellow Gold Diamond 14 K Ring,35067.0,27703.0,Shashvat Jewels Yellow Gold Diamond 14 K Ring,35052,32331,100
13179,13179,Freedom Daisy Printed Women's Wrap Around Skirt,699.0,469.0,Freedom Daisy Printed Women's Wrap Around Skirt,682,580,100
13180,13180,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2878,1885,100
13181,13181,BlueStone The Sestet Yellow Gold Diamond 18 K Ring,32693.0,25501.0,BlueStone The Sestet Yellow Gold Diamond 18 K Ring,32688,28535,100
13182,13182,Rock Book Cover for iPad Mini,2499.0,1749.0,Rock Book Cover for iPad Mini,2480,2152,100
13183,13183,Radiant Bay Sparkling Bloom White Gold Diamond 18 K Ring,46671.0,37337.0,Radiant Bay Sparkling Bloom White Gold Diamond 18 K Ring,46657,42640,100
13184,13184,Rock Book Cover for iPad Mini,2499.0,1999.0,Rock Book Cover for iPad Mini,2495,2308,100
13185,13185,"Rakam Gold Sapphire, Diamond 14K White Gold 14 K Ring",33625.0,28581.0,"Rakam Gold Sapphire, Diamond 14K White Gold 14 K Ring",33608,33712,100
